0.07	0.41	0.43695
0.07	0.42	0.4459
0.07	0.43	0.45485
0.07	0.44	0.4638
0.07	0.45	0.47275
0.07	0.46	0.4817
0.07	0.47	0.49065
0.07	0.48	0.4996
0.07	0.49	0.50855
0.07	0.5	0.5175
0.07	0.51	0.52645
0.07	0.52	0.5354
0.07	0.53	0.54435
0.07	0.54	0.5533
0.07	0.55	0.56225
0.07	0.56	0.5712
0.07	0.57	0.58015
0.07	0.58	0.5891
0.07	0.59	0.59805
0.07	0.6	0.607
0.07	0.61	0.61595
0.07	0.62	0.6249
0.07	0.63	0.63385
0.07	0.64	0.6428
0.07	0.65	0.65175
0.07	0.66	0.6607
0.07	0.67	0.66965
0.07	0.68	0.6786
0.07	0.69	0.68755
0.07	0.7	0.6965
0.07	0.71	0.70545
0.07	0.72	0.7144
0.07	0.73	0.72335
0.07	0.74	0.7323
0.07	0.75	0.74125
0.07	0.76	0.7502
0.07	0.77	0.75915
0.07	0.78	0.7681
0.07	0.79	0.77705
0.07	0.8	0.786
0.07	0.81	0.79495
0.07	0.82	0.8039
0.07	0.83	0.81285
0.07	0.84	0.8218
0.07	0.85	0.83075
0.07	0.86	0.8397
0.07	0.87	0.84865
0.07	0.88	0.8576
0.07	0.89	0.86655
0.07	0.9	0.8755
0.07	0.91	0.88445
0.07	0.92	0.8934
0.07	0.93	0.90235
0.07	0.94	0.9113
0.07	0.95	0.92025
0.07	0.96	0.9292
0.07	0.97	0.93815
0.07	0.98	0.9471
0.07	0.99	0.95605

0.08	0	0.08
0.08	0.01	0.0888
0.08	0.02	0.0976
0.08	0.03	0.1064
0.08	0.04	0.1152
0.08	0.05	0.124
0.08	0.06	0.1328
0.08	0.07	0.1416
0.08	0.08	0.1504
0.08	0.09	0.1592
0.08	0.1	0.168
0.08	0.11	0.1768
0.08	0.12	0.1856
0.08	0.13	0.1944
0.08	0.14	0.2032
0.08	0.15	0.212
0.08	0.16	0.2208
0.08	0.17	0.2296
0.08	0.18	0.2384
0.08	0.19	0.2472
0.08	0.2	0.256
0.08	0.21	0.2648
0.08	0.22	0.2736
0.08	0.23	0.2824
0.08	0.24	0.2912
0.08	0.25	0.3
0.08	0.26	0.3088
0.08	0.27	0.3176
0.08	0.28	0.3264
0.08	0.29	0.3352
0.08	0.3	0.344
0.08	0.31	0.3528
0.08	0.32	0.3616
0.08	0.33	0.3704
0.08	0.34	0.3792
0.08	0.35	0.388
0.08	0.36	0.3968
0.08	0.37	0.4056
0.08	0.38	0.4144
0.08	0.39	0.4232
0.08	0.4	0.432
0.08	0.41	0.4408
0.08	0.42	0.4496
0.08	0.43	0.4584
0.08	0.44	0.4672
0.08	0.45	0.476
0.08	0.46	0.4848
0.08	0.47	0.4936
0.08	0.48	0.5024
0.08	0.49	0.5112
0.08	0.5	0.52
0.08	0.51	0.5288
0.08	0.52	0.5376
0.08	0.53	0.5464
0.08	0.54	0.5552
0.08	0.55	0.564
0.08	0.56	0.5728
0.08	0.57	0.5816
0.08	0.58	0.5904
0.08	0.59	0.5992
0.08	0.6	0.608
0.08	0.61	0.6168
0.08	0.62	0.6256
0.08	0.63	0.6344
0.08	0.64	0.6432
0.08	0.65	0.652
0.08	0.66	0.6608
0.08	0.67	0.6696
0.08	0.68	0.6784
0.08	0.69	0.6872
0.08	0.7	0.696
0.08	0.71	0.7048
0.08	0.72	0.7136
0.08	0.73	0.7224
0.08	0.74	0.7312
0.08	0.75	0.74
0.08	0.76	0.7488
0.08	0.77	0.7576
0.08	0.78	0.7664
0.08	0.79	0.7752
0.08	0.8	0.784
0.08	0.81	0.7928
0.08	0.82	0.8016
0.08	0.83	0.8104
0.08	0.84	0.8192
0.08	0.85	0.828
0.08	0.86	0.8368
0.08	0.87	0.8456
0.08	0.88	0.8544
0.08	0.89	0.8632
0.08	0.9	0.872
0.08	0.91	0.8808
0.08	0.92	0.8896
0.08	0.93	0.8984
0.08	0.94	0.9072
0.08	0.95	0.916
0.08	0.96	0.9248
0.08	0.97	0.9336
0.08	0.98	0.9424
0.08	0.99	0.9512

0.09	0	0.09
0.09	0.01	0.09865
0.09	0.02	0.1073
0.09	0.03	0.11595
0.09	0.04	0.1246
0.09	0.05	0.13325
0.09	0.06	0.1419
0.09	0.07	0.15055
0.09	0.08	0.1592
0.09	0.09	0.16785
0.09	0.1	0.1765
0.09	0.11	0.18515
0.09	0.12	0.1938
0.09	0.13	0.20245
0.09	0.14	0.2111
0.09	0.15	0.21975
0.09	0.16	0.2284
0.09	0.17	0.23705
0.09	0.18	0.2457
0.09	0.19	0.25435
0.09	0.2	0.263
0.09	0.21	0.27165
0.09	0.22	0.2803
0.09	0.23	0.28895
0.09	0.24	0.2976
0.09	0.25	0.30625
0.09	0.26	0.3149
0.09	0.27	0.32355
0.09	0.28	0.3322
0.09	0.29	0.34085
0.09	0.3	0.3495
0.09	0.31	0.35815
0.09	0.32	0.3668
0.09	0.33	0.37545
0.09	0.34	0.3841
0.09	0.35	0.39275
0.09	0.36	0.4014
0.09	0.37	0.41005
0.09	0.38	0.4187
0.09	0.39	0.42735
0.09	0.4	0.436
0.09	0.41	0.44465
0.09	0.42	0.4533
0.09	0.43	0.46195
0.09	0.44	0.4706
0.09	0.45	0.47925
0.09	0.46	0.4879
0.09	0.47	0.49655
0.09	0.48	0.5052
0.09	0.49	0.51385
0.09	0.5	0.5225
0.09	0.51	0.53115
0.09	0.52	0.5398
0.09	0.53	0.54845
0.09	0.54	0.5571
0.09	0.55	0.56575
0.09	0.56	0.5744
0.09	0.57	0.58305
0.09	0.58	0.5917
0.09	0.59	0.60035
0.09	0.6	0.609
0.09	0.61	0.61765
0.09	0.62	0.6263
0.09	0.63	0.63495
0.09	0.64	0.6436
0.09	0.65	0.65225
0.09	0.66	0.6609
0.09	0.67	0.66955
0.09	0.68	0.6782
0.09	0.69	0.68685
0.09	0.7	0.6955
0.09	0.71	0.70415
0.09	0.72	0.7128
0.09	0.73	0.72145
0.09	0.74	0.7301
0.09	0.75	0.73875
0.09	0.76	0.7474
0.09	0.77	0.75605
0.09	0.78	0.7647
0.09	0.79	0.77335
0.09	0.8	0.782
0.09	0.81	0.79065
0.09	0.82	0.7993
0.09	0.83	0.80795
0.09	0.84	0.8166
0.09	0.85	0.82525
0.09	0.86	0.8339
0.09	0.87	0.84255
0.09	0.88	0.8512
0.09	0.89	0.85985
0.09	0.9	0.8685
0.09	0.91	0.87715
0.09	0.92	0.8858
0.09	0.93	0.89445
